LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1738257760.052568,2250258,30984,1,SA,1,100,0.000032
1738257760.719599,2250925,31080,1,SA,1,100,0.000018
1738257761.653641,2251859,31225,1,SA,1,100,0.000015
1738257761.985656,2252191,31352,1,SA,1,100,0.000063
1738257762.986702,2253192,31481,1,SA,1,100,0.000043
1738257763.586729,2253792,31530,1,SA,1,100,0.000013
1738257763.852741,2254058,31562,1,SA,1,100,0.000013
1738257764.518772,2254724,31680,1,SA,1,100,0.000010
1738257764.785784,2254991,31713,1,SA,1,100,0.000027
1738257765.052796,2255258,31794,1,SA,1,100,0.000029
1738257765.785830,2255991,31922,1,SA,1,100,0.000067
1738257766.452860,2256658,31986,1,SA,1,100,0.000022
