LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1738257297.972474,1788199.000,21780,3,GY,1,100,-0.275
1738257298.012476,1788239.000,21780,3,GY,1,100,-0.183
1738257298.052477,1788279.000,21796,2,GY,1,100,0.153
1738257298.092479,1788319.000,21796,2,GY,1,100,0.458
1738257298.132481,1788359.000,21813,3,GY,1,100,0.061
1738257298.172483,1788399.000,21813,3,GY,1,100,0.244
1738257298.212485,1788439.000,21813,3,GY,1,100,0.244
1738257298.252487,1788479.000,21829,2,GY,1,100,0.610
1738257298.292488,1788519.000,21829,2,GY,1,100,0.153
1738257298.332490,1788559.000,21847,3,GY,1,100,0.366
1738257298.372492,1788599.000,21847,3,GY,1,100,0.641
1738257298.412494,1788639.000,21847,3,GY,1,100,-0.092
1738257298.452496,1788679.000,21862,2,GY,1,100,0.458
1738257298.492497,1788719.000,21862,2,GY,1,100,0.549
1738257298.532499,1788759.000,21884,3,GY,1,100,0.275
1738257298.572501,1788799.000,21884,3,GY,1,100,0.000
1738257298.612503,1788839.000,21884,3,GY,1,100,0.122
1738257298.652505,1788879.000,21900,3,GY,1,100,0.854
1738257298.692507,1788919.000,21900,3,GY,1,100,0.610
1738257298.732508,1788959.000,21900,3,GY,1,100,0.488
1738257298.772510,1788999.000,21918,2,GY,1,100,0.305
1738257298.812512,1789039.000,21918,2,GY,1,100,0.183
1738257298.852514,1789079.000,21934,3,GY,1,100,0.519
1738257298.892516,1789119.000,21934,3,GY,1,100,0.488
1738257298.932518,1789159.000,21934,3,GY,1,100,-0.092
1738257298.972519,1789199.000,21952,2,GY,1,100,0.092
1738257299.012521,1789239.000,21952,2,GY,1,100,0.061
