LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1738265326.981641,1600124.000,49995,3,AZ,1,100,0.827
1738265327.024109,1600164.000,49995,3,AZ,1,100,0.793
1738265327.066578,1600204.000,49995,3,AZ,1,100,0.776
1738265327.109577,1600244.500,50010,2,AZ,1,100,0.779
1738265327.152577,1600285.000,50010,2,AZ,1,100,0.769
1738265327.195045,1600325.000,50026,3,AZ,1,100,0.801
1738265327.237514,1600365.000,50026,3,AZ,1,100,0.795
1738265327.279983,1600405.000,50026,3,AZ,1,100,0.812
1738265327.329352,1600451.500,50042,2,AZ,1,100,0.812
1738265327.378722,1600498.000,50042,2,AZ,1,100,0.821
1738265327.421191,1600538.000,50057,3,AZ,1,100,0.878
1738265327.463660,1600578.000,50057,3,AZ,1,100,0.828
1738265327.506128,1600618.000,50057,3,AZ,1,100,0.783
1738265327.548597,1600658.000,50079,3,AZ,1,100,0.867
1738265327.591065,1600698.000,50079,3,AZ,1,100,0.999
1738265327.633534,1600738.000,50079,3,AZ,1,100,0.981
1738265327.676003,1600778.000,50094,3,AZ,1,100,0.978
1738265327.718471,1600818.000,50094,3,AZ,1,100,0.931
1738265327.760940,1600858.000,50094,3,AZ,1,100,0.800
1738265327.803408,1600898.000,50109,2,AZ,1,100,0.734
1738265327.845877,1600938.000,50109,2,AZ,1,100,0.761
1738265327.888346,1600978.000,50125,3,AZ,1,100,0.789
1738265327.930814,1601018.000,50125,3,AZ,1,100,0.786
1738265327.973283,1601058.000,50125,3,AZ,1,100,0.797
1738265328.015751,1601098.000,50141,2,AZ,1,100,0.783
